VMMS EWO KPI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Site;EWO WO Object Id;EWO WO Object Description;EWO WO Machine Class PM;EWO WO Machine Class AM;EWO WO AM Step;EWO WO OP System;EWO WO PM Step;EWO WO RP Capacity;EWO WO RP Competence;EWO WO RP Cond Wear;EWO WO RP Method;EWO WO RP Quality;EWO WO RP Spare Part;EWO WO RP EEM Sum;EWO WO Repl Policy;EWO WO RP Phase;EWO WO RP Status;EWO WO Object Manufacturer No;EWO WO Object Manufacturer Name;EWO WO Object Cost Center;EWO WO Object Belongs to Obejct Id;040-PRODAREA;050-PRODLINE;070-STATION;EWO WO No;EWO WO Directive;EWO WO Maint Org;EWO WO Break Down Date;EWO WO OP Arrives;EWO WO Reg Date;EWO WO Reg Date YYYYMM;EWO WO Reported By;EWO WO Actual Start Date;EWO WO Actual Finish Date (Error proofing finished);EWO WO Production Restart;EWO WO Executed by;EWO WO Work Done;EWO WO Work Details;EWO WO Status;EWO WO Executed by Maint Org;EWO WO SAF ENV PD QC IT;EWO WO External Number;EWO WO Comments;Root Cause;Root Cause Description;Root Cause Group;CD Root Cause Group;Root Cause Found;Root Cause WO No;Root Cause WO Object Id;Root Cause WO Object Name;Root Cause WO Object Manufacturer No;Root Cause WO Object Manufacturer Name;Root Cause WO 090-UNIT Object Id;Root Cause WO 090-UNIT Object Name;Root Cause WO Maint Org;Root Cause WO Executed by;Root Cause WO Executed by Maint Org;Root Cause WO Directive;Root Cause WO Reg Date;Root Cause WO Actual Start Date  (Spare part available at machine);Root Cause WO Actual Finish Date (Maint Done with Repair);Route Cause WO Work Done;Route Cause WO Work Details;Route Cause WO Status;Root Cause WO Real Finish Date YYYYMM;Route Cause WO SAF ENV PD QC IT;Route Cause WO External Number;Route Cause WO Comments;Kaizen Type;Kaizen WO NO;Kaizen WO Object Id;Kaizen WO Object Name;Kaizen WO Directive;Kaizen WO Maint Org;Kaizen WO Executed by;Kaizen WO Executed by Maint Org;Kaizen WO Reg Date;Kaizen WO Actual Start Date;Kaizen WO Actual Finish Date;Kaizen WO Real Finish Date YYYYMM;Kaizen WO Work Done;Kaizen WO Work Details;Kaizen WO Status;Kaizen WO SAF ENV PD QC IT;Kaizen WO External Number;Kaizen WO Comments;EWO WO Total Actual Cost;EWO WO Other Total Actual Cost;Root Cause WO Total Actual Cost;Root Cause WO Other Total Actual Cost;Kaizen WO Total Actual Cost;Kaizen WO Other Total Actual Cost;EWO WO Inventory Sparepart;Root Cause WO Inventory Sparepart;KAIZEN WO Inventory Sparepart;EWO WO Purchase Sparepart;Root Cause WO Purchase Sparepart;KAIZEN WO PurchaseSparepart;DTM (Hours between EWO WO Reg Date and Root Cause Real Finish);WTM  (Hours between EWO WO Reg Date and Real Start);TTR (Hours between EWO WO Real Start and Route Cause WO Real Finish);TST (Hours between EWO WO Real Start and Real Finish);WTSP (Hours between EWO WO Real Finish and Route Cause WO Real Start);RT (Hours between Root Cause WO Real Start and Real Finish);DT (Hours between EWO WO Break Down and Restart);DTOP (Hours between EWO WO Break Down and EWO WO Reg Date +  Root Cause WO Real Finish and EWO WO Restart);WTOP  (Hours between EWO WO Break Down and OP Arrives);RTOP  (Hours between EWO OP Arrives and Reg Date);TSU (Hours between Root Cause WO Real Finish and Restart)
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40742139;Axel X1 Stop B utlöst;MEK-A;2022-10-19  23,30,00;2022-10-19  23,35,00;2022-10-19  23,50,11;202210;A182871;2022-10-19  23,51,28;2022-10-19  23,55,28;2022-10-20  00,20,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;241;Human Error Operator (Overload);Human Error Operator;Human error operator;YES;40742181;88988-C0530;Pos 14, CHUCK 1 FORKARDT, 3QLC / K200,  1702 165;45;Forkardt;88988-U06;Z1-axel 1 (höger);MEK-A;KKC0017;MEK;NCK Reset;2022-10-20  02,03,56;2022-10-19  23,55,28;2022-10-20  00,20,00;;"Gjorde en NCK Reset som löste problemet.  
Man har joggat axeln för nära axeln brevid eller alt ihop med (X2)";WORKDONE;202210;;;;STD-KAIZEN;40742182;88988;WEISSER KUGGHJULSSVARV LM28;HERCA;AM;A315794;AM;2022-10-20  02,12,29;2022-10-20  14,30,34;2022-10-25  14,18,35;202210;;;WORKDONE;PD;H2022-10-25T09_46_56;;870;;0;0;0;;;;;;;;0,5;0,02;0,48;0,07;0;0,41;0,83;0,34;0,08;0,25;0
KOP;8545376;EMAG VTC315 DS LM37;A;;;Siemens 840D SL;0;;;;;;;0;;;;33;Emag;7772;LM37;MA/PT-HÅRT;LM37;;40742142;Skivlyften gick sönder;MEK-A;2022-10-19  23,50,00;2022-10-19  23,51,00;2022-10-19  23,59,51;202210;A376528;2022-10-20  00,10,40;2022-10-20  00,12,40;2022-10-20  00,50,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;141;Human Error Operator (Wear out);Human Error Operator;Human error operator;YES;40742167;8545376-C0252;Welle, Växlingsanordning, Tillv, EMAG, Tillv.nr, 20027785;33;Emag;8545376-U14;Växlingsanordning;MEK-A;KKC0017;MEK;Monterat ihop;2022-10-20  01,08,18;2022-10-20  00,12,40;2022-10-20  00,50,00;;"Man har skruvat lyftskruven i botten några ggr så att segersäkringen har krängt av och sedan har allt ramlat isär.

Monterat tillbaka med en ny segersäkring.
Låsningen är sönder till lyftskruven behöver tillverkas en ny hylsa.";WORKDONE;202210;;;;STD-KAIZEN;40742172;8545376-C0252;Welle, Växlingsanordning, Tillv, EMAG, Tillv.nr, 20027785;HERCA;UH-TEK-A;KK01587;UH-TEK-A;2022-10-20  01,26,22;2022-11-28  13,23,51;2022-11-28  13,24,00;202211;;Herca skickat till ann sofie 221108 Klart;WORKDONE;;;;870;;0;435;0;;;;;;;;0,84;0,18;0,66;0,03;0;0,62;1;0,16;0,02;0,15;0
KOP;8547390;Liebherr kuggslipmaskin LCS500 KS01;A;-;0;Siemens 840D SL;0;;;;;;;0;;;;78;Liebherr;7772;KS01;MA/PT-HÅRT;KS01;;40742213;Kan ej centrera snäcka i maskinen;EL-A;2022-10-20  03,10,00;2022-10-20  03,11,00;2022-10-20  03,25,14;202210;A035344;2022-10-20  03,41,59;2022-10-20  06,30,59;2022-10-20  07,15,59;A257549;;"Signalen för stillestånd fladdrar. Tittar man på positionen för B1 så rör den sig inte alls. Men kollar man absolutvärdet från pulsgivaren så fladdrar det lite.
Ändrade 36060 0,5->1.3 så fick vi signal för stillestånd.
När vi kom in i maskinen så känner man på motspindelssidan av slipskivan att den vibrerar. Känns som ett bi låter.
Om man tar tag i slipskivan, så slutar vibrationerna.

Det är bara den här detaljen som använder den här lilla slipskivan, och det är bara då problemet dyker upp. Känns inte som det optimerat för den här lilla slipskivan.
Har pratat med Sean som skulle ta vidare kontakt med Liebherr.
Maskinen har gått sedan strax efter kl 7.00 och OP har en bit i mätrummet. /Nick, Emil 2022-10-20";WORKDONE;EL-A;;a1;;350;Design Weakness (Strength);Design weakness;Design weakness;YES;40742413;8547390-C0062;Motorspindelenhet, Modell, SK40, Tillv, SIEMENS AG, Tillv.nr, JBD,176843A;;;8547390-U04;Bearbetningshuvud;EL-A;A257549;EL-A;ändra tollerans för stillstånd.;2022-10-20  10,16,05;2022-10-20  06,35,59;2022-10-20  07,10,59;;Ändra tollerans för stillestånd B1 axel. Axel MD 36060 0,5->1.3;WORKDONE;202210;;;;;;;;;;;;;;;;;;;;;;1740;;0;0;;;;;;;;;3,76;0,28;3,48;2,82;0,08;0,58;4,1;0,33;0,02;0,24;0,08
KOP;8527199;EMAG AXELSVARV VTC 250 DUO LM08;AA;;;Siemens 840D PL;1;2;;1;1;1;;5;;;;33;Emag;7731;LM08;MA-MJUK;LM08;;40742345;Larmar för Matning, upptagningsposition upptagen;EL-A;2022-10-20  08,34,35;2022-10-20  08,34,35;2022-10-20  08,34,35;202210;A049791;2022-10-20  08,55,35;2022-10-20  09,10,35;2022-10-20  09,45,35;A257549;;givare feljusterad.;WORKDONE;EL-A;;a1;;350;Design Weakness (Strength);Design weakness;Design weakness;YES;40742432;8527199-C1181;SR45.0, Fotocell, Avlämningsplats tomt;;;8527199-U17;INBANA;EL-A;A257549;EL-A;Justera givare;2022-10-20  10,34,26;2022-10-20  09,10,35;2022-10-20  09,40,35;;Fick justera in givaren lite efter att den blev bytt igår.;WORKDONE;202210;;;;STD-KAIZEN;40742442;8527199-C1181;SR45.0, Fotocell, Avlämningsplats tomt;Fixa riktverktyg;MEK-A;KK63213;MEK-A;2022-10-20  10,44,35;2022-10-25  07,40,45;2023-03-23  11,53,28;202303;;"fixa riktverktyg för fotoceller alt. byte till en annan typ, med reflex? Eller är det nått annat som behövs? Eller vibrerar det? Eller sitter den dåligt fast?

Givaren är bytt till en annan sort i en senare EWO.";WORKDONE;;;;870;;0;;0;;;;;;;;1,1;0,35;0,75;0,25;0;0,5;1,18;0,08;0;0;0,08
KOP;8545423;Klingelnberg LM73;A;;;Siemens 840D SL;0;;1;;;;;1;;;;72;Klingelnberg;7731;LM73;MA-MJUK;LM73;;40742879;Laddaren har sjunkit, stannar efter den tagit färdig detalj;MEK-A;2022-10-20  19,23,00;2022-10-20  19,25,00;2022-10-20  19,26,00;202210;A268860;2022-10-20  19,37,44;2022-10-20  19,45,21;2022-10-20  20,25,21;A376531;;;WORKDONE;MEK-A;;a1;;350;Design Weakness (Strength);Design weakness;Design weakness;YES;40742964;8545423-S023;Laddningsskyttel bas;;;8545423-U09;Laddningsskyttel;MEK-A;A376531;MEK-A;Laddare;2022-10-20  20,47,50;2022-10-20  19,45,21;2022-10-20  20,15,35;;Kollat vinkel mellan laddare och fixtur som var ok. Justerat in laddaren i höjdled, provkört o op är nöjd. Joel/Jonte.;WORKDONE;202210;;;;STD-KAIZEN;40742973;8545423-S023;Laddningsskyttel bas;För tunga detaljer;UH-TEK-A;A275085;UH-TEK-A;2022-10-20  20,59,25;2022-11-07  15,18,37;2022-12-12  09,38,05;202212;;"Detta återkommande problem tas upp med Klingelnberg när de kommer och utför service v 49. /Heidi

Enligt servicetekniker är de helt enkelt för tunga detaljer vi kör. Svårt att komma ifrån. /heidi";WORKDONE;;;;870;;0;;0;;;;;;;;0,83;0,2;0,63;0,13;0;0,5;1,04;0,21;0,03;0,02;0,16
KOP;8546713;Karl Klink driftmaskin, LM11;AA;;;Siemens 840D SL;3;;1;;;;;1;;;;70;Karl-Klink;7731;LM11;MA-MJUK;LM11;;40743773;detalj fastnat på drift;MEK-A;2022-10-22  02,00,00;2022-10-22  02,00,00;2022-10-22  02,20,30;202210;A229608;2022-10-22  02,44,34;2022-10-22  02,48,34;2022-10-22  03,35,02;A388201;felsökning;;WORKDONE;MEK;;a1;;260;External Influence (Overload);External influence;External influence;YES;40743817;8546713-U34;*NY*Drift;;;8546713-U34;*NY*Drift;MEK-A;A388201;MEK;ta bort detaljen från driften;2022-10-22  04,46,21;2022-10-22  02,55,02;2022-10-22  03,25,02;;"knakade loss detaljen med hammare och kilstål.
Det var fel diameter på ämnet troligen fel från föregående operation";WORKDONE;202210;;;;STD-KAIZEN;40743822;8546713-U34;*NY*Drift;kontrollera hur felaktigt ämne har kommit till driften;UH-TEK-A;A275085;UH-TEK-A;2022-10-22  05,02,09;2022-10-24  15,40,28;2022-10-24  15,40,28;202210;;Har tagit detta med TL, produktion. Det har hänt förut. Arbete pågår för att ta reda på varför de händer. /Heidi;WORKDONE;;;;1305;;0;;0;;;;;;;;1,08;0,4;0,67;0,07;0,11;0,5;1,58;0,51;0;0,34;0,17
KOP;8533005;MAZAK INTEGREX 300IV ST AV11;AA;;;;3;;1;;;;;1;;;;89;Mazak;7761;AV11;PT-MJUK;AV11;;40743953;spindelmotor CH1;MEK;2022-10-22  17,00,00;2022-10-22  17,00,00;2022-10-22  17,16,52;202210;A233264;2022-10-22  18,33,03;2022-10-22  18,42,00;2022-10-22  18,58,00;KK65192;;felsökning! Får inte kvitering på att chucken är öppnad;WORKDONE;MEK;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40744042;8533005-C1206;Cylindergivare SQ3. Chuck-vänster sida;;;8533005-U75;CHUCKAR;MEK;KK65192;MEK;justering av induktiv givare;2022-10-23  03,36,15;2022-10-22  18,42,00;2022-10-22  18,52,00;;fick justera  induktiv givare för chuck öppen 1mm,petade man på givaren så fick vi den;WORKDONE;202210;;;;STD-KAIZEN;40744050;8533005-C1206;Cylindergivare SQ3. Chuck-vänster sida;monterat nordlock;UH-TEK-A;KK65192;MEK;2022-10-23  03,43,12;2022-10-31  10,13,28;2022-10-31  10,13,28;202210;;;WORKDONE;;;;870;;0;;0;;;;;;;;1,59;1,27;0,32;0,15;0;0,17;1,97;0,38;0;0,28;0,1
KOP;8545824;Studer axelslip, AV84;A;;;Fanuc Series 310i-SA5;0;;;;;;;0;;;;137;Studer;7772;AV84;MA/PT-HÅRT;AV84;;40744055;Mätstyrning fungerar ej;EL-A;2022-10-23  00,03,20;2022-10-23  00,03,45;2022-10-23  03,53,32;202210;KK04380;2022-10-23  04,10,00;2022-10-23  04,25,00;2022-10-23  04,30,00;A147192;felsökt;;WORKDONE;EL;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40744103;8545824-C0373;Induktivgivare, Modell, BES 516-377-G-E5-C-S49, Tillv, Balluff;;;8545824-U05;Mätanordning;EL-A;A147192;EL;givare satt löst;2022-10-23  04,53,51;2022-10-23  04,25,00;2022-10-23  04,30,00;skruva dit givaren;Ena givaren till mätsliden satt löst. Skruvade fast den så fungerade det. /hedlund & tim;WORKDONE;202210;;;;STD-KAIZEN;40744104;8545824-C0373;Induktivgivare, Modell, BES 516-377-G-E5-C-S49, Tillv, Balluff;montera nordlock;UH-TEK-A;A079291;UH-ING-A;2022-10-23  04,59,14;2022-11-07  13,55,06;2022-11-07  13,55,06;202211;;"Motåtgärd föreslaget på annan AO.

Man hittade att givaren var dålig pga vatten. (Den skall nu bytas på tid). / Emil E";WORKDONE;;;;870;;0;;0;;;;;;;;0,61;0,27;0,33;0,25;0;0,08;4,44;3,84;0,01;3,83;0
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40744906;problem med släden;MEK-A;2022-10-24  17,45,00;2022-10-24  18,00,00;2022-10-24  18,22,58;202210;A247246;2022-10-24  18,40,55;2022-10-24  20,00,00;2022-10-24  21,00,00;KK02733;Felsökning;"Högst oklart vad som hände först. ena studen hade hydrauliken slagit ifrån i auto, nästa så skulle dem bara köra ut palletten för hand.

Gick iaf inte att köra ut palletten med M-koderna på deras lista. Fick jogga ut palletten.";WORKDONE;MEK-A;;a1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40745030;8515730-U10;U2-palettväxlare;;;8515730-U10;U2-palettväxlare;MEK-A;A314677;EL-A;joggat ut pallett 2;2022-10-24  21,57,52;2022-10-24  20,00,00;2022-10-24  21,00,00;joggat ut pallett 2;joggat ut pallett 2;WORKDONE;202210;;;;STD-KAIZEN;40745055;8515730-U10;U2-palettväxlare;OP får ställa maskinen i ett annat läge;UH-TEK-A;A228507;UH-TEK-A;2022-10-24  22,46,49;2022-12-01  16,19,25;2022-12-01  16,19,25;202212;;Jag har fåt diskation med Pontus och OP och informerat de om problem orsak.;WORKDONE;;;;3045;;0;;0;;;;;;;;2,62;0,3;2,32;1,32;0;1;3,25;0,63;0,25;0,38;0
KOP;8545375;Emag VTC250, LM15;AA;;;Siemens 840D SL;2;2;;;1;1;;4;;;;33;Emag;7731;LM15;MA-MJUK;LM15;;40745037;"Larm ""Mätfinger ej driftklart""";EL-A;2022-10-24  21,40,00;2022-10-24  21,40,00;2022-10-24  22,08,23;202210;A049791;2022-10-24  22,18,51;2022-10-25  01,20,00;2022-10-25  07,05,00;A257549;Felsökning;"Mätprob trasig. Är en spricka i glaset och det har kommit in vatten i proben. Proben ligger på förrådet på T1. Bilaga finns.

Bytit proben och parat ihop proben med mottager RMI-Q med hjälp av appen Trigger Logic eller Probe renishaw som de heter när man tar hem appen.
Har följt instruktionerna och fått förväntade diodblinkningarna med felet kvarstår ändå.

Tog ut en ny mottagare och la vid sidan av men fick inget annorlunda resultat. 
Gamla proben och nya mottaggaren ligger just nu i elskåpet.
För tillfället är nya mottagaren inkopplad.

Vet inte om vi inte lyckats para ihop de ordentligt eller om det varit ett annat fel från början.
//Blixt och Fogel";WORKDONE;EL-A;;a1;;141;Human Error Operator (Wear out);Human Error Operator;Human error operator;YES;40745520;8545375-C1472;*NY* Mätprob;;;8545375-U15;Mätutrustning;EL-A;A298325;EL;Byte av mätprob;2022-10-25  11,42,41;2022-10-25  01,40,00;2022-10-25  07,00,00;Bytt mätprob;"Vi fick konfiguera den nya mätproben sedan verkar det fungera. Vi har ingen op på förmiddagen men det kom en annan op som testkörde lite snabbt och det verkar fungera. EM får gå ut och kolla så dom kommer igång och avsluta jobbet.
//Rasmus & Jonathan";WORKDONE;202210;;;;STD-KAIZEN;40745532;8545375-C1472;*NY* Mätprob;Herca;AM;A314794;M-13-EL;2022-10-25  11,52,18;2022-11-02  16,35,55;2022-11-15  11,39,41;202211;;;WORKDONE;PD;H2022-11-14T17_57_59;;48178,5;;0;;0;;Yes;;;;;;8,86;0,17;8,69;3,02;0,33;5,33;9,42;0,55;0;0,47;0,08
KOP;8530778;HESSAPP SVARV DVT350 LM30;AA;;;Siemens 840D PL;3;;;1;;;1;2;;;;58;Hessap;7731;LM30;MA-MJUK;LM30;;40745076;Nödstopp;EL-A;2022-10-24  23,10,00;2022-10-24  23,10,00;2022-10-24  23,22,53;202210;A373692;2022-10-24  23,33,39;2022-10-25  00,20,00;2022-10-25  00,40,00;KK67123;felsökning;;WORKDONE;EL;;a1;;130;Failure to Restore or Eliminate Deterioration (Wear out);Professional Maintenance;Failure to restore or eliminate wear;YES;40745246;8530778-C0199;*NY* ET200S 4/8 F-DI PROFISAFE;;;8530778-U16;Elskåp;EL-A;KK67123;EL;Larm på profisafe kort DE 1400;2022-10-25  06,02,47;2022-10-25  00,25,00;2022-10-25  00,35,00;återställt larm;Vet ej varför den larma, återställde larm på kort DE14000;WORKDONE;202210;;;;STD-KAIZEN;40745251;8530778-C0199;*NY* ET200S 4/8 F-DI PROFISAFE;rotorsaksanalys;EL-A;;;2022-10-25  06,06,25;;;;;;WORKREQUEST;;;;435;;0;;;;;;;;;;1,2;0,18;1,02;0,77;0,08;0,17;1,5;0,29;0;0,21;0,08
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40745148;Motorskydd Kylmedelspumpar;EL-A;2022-10-25  02,45,00;2022-10-25  02,45,00;2022-10-25  02,45,40;202210;A378247;2022-10-25  03,07,27;2022-10-25  03,50,27;2022-10-25  05,15,18;KKC0017;Felsök;;WORKDONE;MEK;;a1;;110;Failure to Maintain Basic Condition (Wear out);Autonomous Maintenance;Lack of basic conditions;YES;40745232;8515730-C1294;Tryckbegränsningsventil (Y683);;;8515730-U17;Skärvätskeanläggning;EL-A;KKC0017;MEK;Rengöring ventil;2022-10-25  05,33,29;2022-10-25  03,50,27;2022-10-25  05,10,18;;Gjort rent tryckbegränsningsventilen som var full med spån;WORKDONE;202210;;;;STD-KAIZEN;40745237;8515730;SCHMID GRUNDMASKIN SE 231 AV17;Rengöres på tid;UH-TEK-A;A228507;UH-TEK-A;2022-10-25  05,43,10;2022-11-04  13,42,19;2022-11-04  13,42,20;202211;;Finns ett annat jobb för att rengör ventilen och att spånskydd sitter som det ska. Se AO, 40746017;WORKDONE;;;;1305;;0;;0;;;;;;;;2,41;0,36;2,05;0,72;0;1,33;2,51;0,09;0;0,01;0,08
KOP;8547792;Innoguard Etsbänk;C;;;;0;;;;;;;0;;;;;;7772;ETSBÄNK;MA/PT-HÅRT;ETSBÄNK;;40745443;pumpen vid etsbänken slutade fungera;EL-A;2022-10-25  07,00,00;2022-10-25  09,00,00;2022-10-25  10,08,48;202210;A394812;2022-10-25  10,09,36;2022-10-25  10,40,31;2022-10-25  16,10,00;A328741;;"Pump bytt.
Gick inte dra åt med gamla slangklämman så tog ut en vanlig slangklämma, den gamla var en rostfri.";WORKDONE;EL-A;;a1;;350;Design Weakness (Strength);Design weakness;Design weakness;YES;40745612;8547792;Innoguard Etsbänk;;;;;EL-A;KK01587;UH-TEK-A;byta pump;2022-10-25  13,36,26;2022-10-25  13,40,37;2022-10-25  16,00,00;Pump bytt.;Pump bytt.;WORKDONE;202210;;;;STD-KAIZEN;40745949;8547792;Innoguard Etsbänk;Bytes på tid;UH-TEK-A;KK01587;UH-TEK-A;2022-10-25  21,51,47;2022-11-07  16,21,11;2022-11-07  16,21,15;202211;;Ny pump och behållare beställt /sean;WORKDONE;;;;6779,74;;5616;0;0;;;Yes;;Yes;;;5,85;0,01;5,84;0,52;3;2,32;9,17;3,32;2;1,15;0,17
KOP;88988;WEISSER KUGGHJULSSVARV LM28;AA;;;Siemens 840D PL;3;1;1;2;1;1;2;8;;;;181;J.G.Weisser;7731;LM28;MA-MJUK;LM28;;40745528;Rikt av revolver i kanal 1;MEK-A;2022-10-25  11,40,00;2022-10-25  11,45,00;2022-10-25  11,45,29;202210;A387650;2022-10-25  12,36,14;2022-10-25  12,38,54;2022-10-25  13,40,12;A376531;;;WORKDONE;MEK-A;;a1;;260;External Influence (Overload);External influence;External influence;YES;40745602;88988-C0089;Pos 2, Revolverskiva 2, 8-läges+ Capto C5 (Capto verktygsfäste), Modell, Revolverskiva 1 Sauter , Tillv, Sauter, Tillv.nr, 0.5.901.020/100.838;2834;Sauter Components;88988-U04;Revolver 2 vänster;MEK-A;A376531;MEK-A;Revolver sned;2022-10-25  13,27,14;2022-10-25  12,38,54;2022-10-25  13,37,34;;Riktat peken och revolverskivan. Har flyttat sig pga att dom kör tuff matning i hårt  material.;WORKDONE;202210;;;;STD-KAIZEN;40745613;88988-C0089;Pos 2, Revolverskiva 2, 8-läges+ Capto C5 (Capto verktygsfäste), Modell, Revolverskiva 1 Sauter , Tillv, Sauter, Tillv.nr, 0.5.901.020/100.838;Prata med prod om problemet;UH-TEK-A;A275085;UH-TEK-A;2022-10-25  13,36,55;2022-11-03  09,49,19;2022-11-03  09,49,19;202211;;Har tagit upp detta med prod och teknik. /Heidi 221102;WORKDONE;;;;435;;0;;0;;;;;;;;1,87;0,85;1,02;0,04;0;0,98;2;0,13;0,08;0,01;0,04
KOP;80379;SMT NUMERISKT STYRD SVARV AV14;B;;;;0;1;2;1;1;1;2;8;;;;129;Smt;7761;AV14;PT-MJUK;AV14;;40745855;El- fel;EL-A;2022-10-25  19,27,00;2022-10-25  19,27,00;2022-10-25  19,27,24;202210;A401008;2022-10-25  19,36,23;2022-10-25  19,45,23;2022-10-25  21,35,00;A257549;;Kabel trasig;WORKDONE;EL-A;;a1;;220;Failure to Observe Operating Conditions (Overload);Autonomous Maintenance;Failure to observe operating conditions;YES;40745951;80379;SMT NUMERISKT STYRD SVARV AV14;129;Smt;;;EL-A;A257549;EL-A;Byte kabel;2022-10-25  21,55,39;2022-10-25  21,20,23;2022-10-25  21,30,23;;Bytte kabel.;WORKDONE;202210;;;;STD-KAIZEN;40745953;80379;SMT NUMERISKT STYRD SVARV AV14;teknik ändrar skärdata;UH-TEK-A;A149209;UH-TEK-A;2022-10-25  21,58,14;2022-10-28  09,12,15;2022-10-28  09,12,15;202210;;detta kommer tyvärr inte hända då maskinen ska ut PA;WORKDONE;;;;1740;;0;;0;;;;;;;;2,05;0,15;1,9;0,15;1,58;0,17;2,13;0,09;0;0,01;0,08
KOP;8544759;Liebherr kuggfräs AV50;A;;;Siemens 840D SL;3;;;;;;;0;;;;78;Liebherr;7781;AV50;E-MOB;AV50;;40746016;Motorskydd kymedelpump;EL;2022-10-25  23,00,00;2022-10-25  23,05,00;2022-10-25  23,54,39;202210;KK01698;2022-10-26  00,20,31;2022-10-26  00,55,31;2022-10-26  03,30,08;A329420;Felsök;;WORKDONE;EL;;a1;;110;Failure to Maintain Basic Condition (Wear out);Autonomous Maintenance;Lack of basic conditions;YES;40746088;8544759-C0830;Dränkbar pump, Modell, KLEKA2 220-240V/380-420V 50HZ 2,2KW, Tillv, BRINKMANN K.H. PUMPEN , Tillv.nr, STA 404/350;;;8544759-U54;Kylsystem;EL;KKC0017;MEK;Rengöring pump;2022-10-26  04,01,15;2022-10-26  00,55,31;2022-10-26  03,25,08;;Pumpen går tungt, demonterat pumpen och gjort rent pumpstegen;WORKDONE;202210;;;;STD-KAIZEN;40746111;8544759-C0830;Dränkbar pump, Modell, KLEKA2 220-240V/380-420V 50HZ 2,2KW, Tillv, BRINKMANN K.H. PUMPEN , Tillv.nr, STA 404/350;se över spåntransportör;UH-TEK-A;A228507;UH-TEK-A;2022-10-26  04,46,41;2022-12-27  11,25,07;2022-12-27  11,25,07;202212;;"Har tömt skärolja, har tagit bort och rensat alla ackumulerat spånor på transportören och runt pumpen,
Vi har tabort plåten som hindra spånort att komma direkt på transpotören.
har skapat en spånsil under pumpenoch skapat en distans för att lyfta pumpent 500mm";WORKDONE;;;;2610;;0;;0;;;;;;;;3,51;0,43;3,08;0,58;0;2,49;4,5;0,99;0,08;0,83;0,08
KOP;8515730;SCHMID GRUNDMASKIN SE 231 AV17;A;;;Siemens 840D PL;2;;1;1;1;;;3;;;;122;Schmid;7781;AV17;E-MOB;AV17;;40746017;Larm Motoskydd Kylmedelspumpar;MEK-A;2022-10-25  23,59,04;2022-10-25  23,59,04;2022-10-25  23,59,04;202210;A378247;2022-10-26  00,53,24;2022-10-26  04,10,39;2022-10-26  14,50,00;KKC0017;Felsök;;WORKDONE;MEK;;a1;;110;Failure to Maintain Basic Condition (Wear out);Autonomous Maintenance;Lack of basic conditions;YES;40746112;8515730-C1294;Tryckbegränsningsventil (Y683);;;8515730-U17;Skärvätskeanläggning;MEK-A;A257549;EL-A;Rengöring;2022-10-26  04,51,31;2022-10-26  04,10,39;2022-10-26  14,20,00;Tryckbegränsningsventilen var fullpackad med spån igen.;"Tryckbegränsningsventilen var fullpackad med spån den här gången med, är för närvarande för mycket spån i tankarna dem får göra rent dem innan dem kör något mera.

Det som händer är att ventilen inte kan begränsa trycket och då får pumpen jobba hårdare,  det klarar inte motorn av vilket resulterar i att motorskyddet löser ut.

OP bytte vatten i tankarna.

Återställde motorskyddet och provade spola kylvätska med M-kod några minuter för att seatt de kunde köra vilket gick bra.//Emil.L";WORKDONE;202210;;;;STD-KAIZEN;40746806;8515730-C1294;Tryckbegränsningsventil (Y683);Se så spånskyddet ligger som det ska;UH-TEK-A;A228507;UH-TEK-A;2022-10-26  21,38,27;2022-11-21  13,00,25;2022-11-21  13,00,50;202211;Skyddt ska kollas under kortstopp.;"Skyddt ska kollas under kortstopp. 
Ny rond för att rengöra ventilen Varje 6 månader";WORKDONE;;;;1305;;0;;0;;;;;;;;14,35;0,91;13,44;3,29;0;10,16;14,85;0,5;0;0;0,5
